name,latitude,longitude,date,time,temperature,wind_speed,wind_dir,humidity,visibility,fire
Dhrafi,38.024,23.908,2014-01-01,0,10,14,360,86,2,0
Dhrafi,38.024,23.908,2014-01-01,300,8,12,360,88,2,0
Dhrafi,38.024,23.908,2014-01-01,600,9,12,360,86,10,0
Dhrafi,38.024,23.908,2014-01-01,900,10,13,25,84,9,0
Dhrafi,38.024,23.908,2014-01-01,1200,10,14,25,84,6,0
Dhrafi,38.024,23.908,2014-01-01,1500,10,15,25,84,2,0
Dhrafi,38.024,23.908,2014-01-01,1800,9,14,25,87,10,0
Dhrafi,38.024,23.908,2014-01-01,2100,9,17,360,88,9,0
Dhrafi,38.024,23.908,2014-01-02,0,10,17,25,88,9,0
Dhrafi,38.024,23.908,2014-01-02,300,9,18,335,90,10,0
Dhrafi,38.024,23.908,2014-01-02,600,9,17,360,89,10,0
Dhrafi,38.024,23.908,2014-01-02,900,10,14,360,79,10,0
Dhrafi,38.024,23.908,2014-01-02,1200,11,15,360,76,10,0
Dhrafi,38.024,23.908,2014-01-02,1500,11,13,360,74,10,0
Dhrafi,38.024,23.908,2014-01-02,1800,10,12,335,81,10,0
Dhrafi,38.024,23.908,2014-01-02,2100,9,9,335,83,10,0
Dhrafi,38.024,23.908,2014-01-03,0,8,6,360,84,10,0
Dhrafi,38.024,23.908,2014-01-03,300,7,7,360,85,10,0
Dhrafi,38.024,23.908,2014-01-03,600,7,4,335,86,10,0
Dhrafi,38.024,23.908,2014-01-03,900,9,8,360,73,10,0
Dhrafi,38.024,23.908,2014-01-03,1200,11,7,180,73,10,0
Dhrafi,38.024,23.908,2014-01-03,1500,11,7,360,74,10,0
Dhrafi,38.024,23.908,2014-01-03,1800,10,8,335,81,10,0
Dhrafi,38.024,23.908,2014-01-03,2100,9,9,360,85,10,0
Dhrafi,38.024,23.908,2014-01-04,0,8,9,360,87,10,0
Dhrafi,38.024,23.908,2014-01-04,300,7,10,360,88,10,0
Dhrafi,38.024,23.908,2014-01-04,600,6,9,360,88,10,0
Dhrafi,38.024,23.908,2014-01-04,900,9,11,360,74,10,0
Dhrafi,38.024,23.908,2014-01-04,1200,12,10,360,74,10,0
Dhrafi,38.024,23.908,2014-01-04,1500,12,8,360,74,10,0
Dhrafi,38.024,23.908,2014-01-04,1800,10,7,360,82,10,0
Dhrafi,38.024,23.908,2014-01-04,2100,10,4,360,84,10,0
Dhrafi,38.024,23.908,2014-01-05,0,9,3,335,84,10,0
Dhrafi,38.024,23.908,2014-01-05,300,8,3,205,83,10,0
Dhrafi,38.024,23.908,2014-01-05,600,7,6,180,83,10,0
Dhrafi,38.024,23.908,2014-01-05,900,10,6,205,72,10,0
Dhrafi,38.024,23.908,2014-01-05,1200,13,12,180,75,10,0
Dhrafi,38.024,23.908,2014-01-05,1500,12,15,180,79,10,0
Dhrafi,38.024,23.908,2014-01-05,1800,12,13,180,85,10,0
Dhrafi,38.024,23.908,2014-01-05,2100,10,14,180,86,10,0
Dhrafi,38.024,23.908,2014-01-06,0,10,14,205,85,10,0
Dhrafi,38.024,23.908,2014-01-06,300,11,17,180,83,10,0
Dhrafi,38.024,23.908,2014-01-06,600,11,14,180,83,10,0
Dhrafi,38.024,23.908,2014-01-06,900,12,16,155,76,2,0
Dhrafi,38.024,23.908,2014-01-06,1200,14,13,135,76,6,0
Dhrafi,38.024,23.908,2014-01-06,1500,14,13,135,76,10,0
Dhrafi,38.024,23.908,2014-01-06,1800,13,9,115,79,10,0
Dhrafi,38.024,23.908,2014-01-06,2100,12,6,90,78,10,0
Dhrafi,38.024,23.908,2014-01-07,0,10,7,45,80,10,0
Dhrafi,38.024,23.908,2014-01-07,300,10,11,45,85,10,0
Dhrafi,38.024,23.908,2014-01-07,600,10,12,25,88,10,0
Dhrafi,38.024,23.908,2014-01-07,900,12,12,25,82,10,0
Dhrafi,38.024,23.908,2014-01-07,1200,13,17,25,79,10,0
Dhrafi,38.024,23.908,2014-01-07,1500,13,13,25,76,10,0
Dhrafi,38.024,23.908,2014-01-07,1800,12,14,360,85,10,0
Dhrafi,38.024,23.908,2014-01-07,2100,11,11,360,89,10,0
Dhrafi,38.024,23.908,2014-01-08,0,10,13,360,85,10,0
Dhrafi,38.024,23.908,2014-01-08,300,10,14,360,82,10,0
Dhrafi,38.024,23.908,2014-01-08,600,10,14,360,86,10,0
Dhrafi,38.024,23.908,2014-01-08,900,11,18,360,80,10,0
Dhrafi,38.024,23.908,2014-01-08,1200,13,20,360,79,10,0
Dhrafi,38.024,23.908,2014-01-08,1500,13,21,360,78,10,0
Dhrafi,38.024,23.908,2014-01-08,1800,11,17,360,83,10,0
Dhrafi,38.024,23.908,2014-01-08,2100,11,14,335,84,10,0
Dhrafi,38.024,23.908,2014-01-09,0,10,12,335,85,10,0
Dhrafi,38.024,23.908,2014-01-09,300,9,13,335,85,10,0
Dhrafi,38.024,23.908,2014-01-09,600,9,15,360,85,10,0
Dhrafi,38.024,23.908,2014-01-09,900,11,13,360,73,10,0
Dhrafi,38.024,23.908,2014-01-09,1200,14,15,180,72,10,0
